date,location,tourist_count,weather_temp,event,season
2023-05-06,New York,6615,29.648516330974577,None,Winter
2023-06-25,London,8141,10.618226245722944,Holiday,Autumn
2023-04-23,Sydney,5097,8.852522926751107,None,Spring
2023-06-03,New York,8736,18.514724476383673,Festival,Spring
2023-02-20,Tokyo,6821,19.594281732548247,Conference,Spring
2023-05-02,Sydney,5713,15.25226354516292,Festival,Winter
2023-05-14,London,8094,11.379501185955064,Holiday,Spring
2023-02-28,London,5397,19.816965159785106,None,Winter
2023-06-11,Sydney,6227,17.808439802869383,None,Spring
2023-02-11,Tokyo,4134,7.38545166344891,None,Autumn
2023-10-27,New York,8175,29.614216853675426,Holiday,Summer
2023-10-07,Sydney,9334,17.94712908511899,None,Summer
2023-09-30,New York,9958,31.00959634998571,Festival,Autumn
2023-09-07,New York,7894,15.346895432199467,Conference,Winter
2023-05-25,Sydney,8467,22.537396614945735,Festival,Autumn
2023-06-22,London,6629,23.26798909889781,None,Spring
2023-01-05,Paris,7962,14.764556187131427,Holiday,Autumn
2023-03-11,Paris,10028,10.906352303593872,Conference,Summer
2023-11-04,Tokyo,8956,46.73510970396478,Festival,Autumn
2023-07-22,Paris,10306,25.363913722844593,Festival,Summer
2023-08-07,Tokyo,9695,35.17520109063872,Conference,Autumn
2023-12-31,New York,7795,31.658060192083855,Conference,Autumn
2023-12-18,New York,10789,28.854589589003382,Festival,Summer
2023-01-22,Sydney,9079,20.790000836110625,Conference,Spring
2023-11-16,Sydney,8862,13.732827754100349,Holiday,Autumn
2023-07-03,Paris,6560,32.09266110968739,Conference,Spring
2023-02-06,Sydney,9182,26.971028559082725,Holiday,Autumn
2023-05-07,Paris,8211,12.329454934293235,Conference,Autumn
2023-09-22,Tokyo,6367,3.5973336077468403,Festival,Spring
2023-12-24,New York,9865,21.067871934741735,Holiday,Summer
2023-06-22,Tokyo,5336,12.840831492414672,None,Winter
2023-06-11,Tokyo,7928,8.339911109247748,Holiday,Autumn
2023-01-13,London,7242,4.073989156563915,Conference,Spring
2023-04-30,New York,5279,31.502960263013936,None,Spring
2023-08-21,Sydney,3617,15.935377787706384,None,Winter
2023-10-08,Paris,11089,18.63216725030571,Conference,Summer
2023-02-23,London,9800,-5.234874702078773,Holiday,Autumn
2023-02-22,London,8889,12.611971312697783,Conference,Winter
2023-04-29,Tokyo,8152,14.759116020654075,Holiday,Spring
2023-07-23,Paris,6990,20.00207064918197,None,Summer
2023-06-03,Tokyo,8155,16.72105283487082,Festival,Autumn
2023-11-02,Paris,3947,21.849008169289768,None,Spring
2023-06-11,London,6810,1.2043937198997803,Holiday,Autumn
2023-02-25,London,7110,27.380803749096508,None,Summer
2023-08-05,Tokyo,9639,25.500950570276945,Conference,Summer
2023-04-11,Paris,7196,23.82254939144919,Holiday,Autumn
2023-10-08,Paris,9203,26.157711497711418,Holiday,Winter
2023-10-25,Paris,8601,20.005279588565973,Festival,Winter
2023-02-10,New York,8779,14.494631505084165,Holiday,Summer
2023-08-24,Paris,9452,15.467515909769865,Conference,Autumn
2023-04-10,Tokyo,7103,16.294094769275482,None,Autumn
2023-04-10,Sydney,6566,19.015610138443677,None,Summer
2023-09-21,London,6631,30.751759356684584,Conference,Spring
2023-05-29,London,7851,21.922929781418958,Festival,Autumn
2023-09-09,New York,7119,2.5615188336710233,None,Summer
2023-02-22,Tokyo,3866,4.746809097665443,None,Spring
2023-12-03,London,7724,26.590313488724032,Festival,Spring
2023-01-24,Sydney,7547,20.224658928120462,None,Summer
2023-08-18,Paris,8718,27.15381315441244,Conference,Autumn
2023-04-14,London,8591,26.728612359668197,Holiday,Spring
2023-06-11,Sydney,9549,21.018562952619867,Conference,Spring
2023-09-01,Paris,8050,21.647608412365166,Holiday,Spring
2023-04-21,New York,8243,21.733416643704082,Holiday,Winter
2023-08-05,Sydney,7820,16.041712192683377,Conference,Spring
2023-06-06,Tokyo,7957,12.931428659398035,Holiday,Spring
2023-08-06,London,8230,20.208864882959617,Holiday,Spring
2023-05-23,London,4133,26.62481060164516,None,Spring
2023-07-18,Tokyo,8864,15.395933843607578,Festival,Winter
2023-12-05,New York,5060,29.034490360911,None,Winter
2023-12-17,London,9101,32.431834372143584,Conference,Summer
2023-02-26,Paris,8198,24.496090300718297,Festival,Spring
2023-03-25,London,7456,18.992617545939947,Conference,Winter
2023-08-14,Sydney,5411,21.076950056467826,None,Spring
2023-03-03,Tokyo,6685,18.298203334934485,Festival,Spring
2023-01-03,Sydney,8687,23.01619247953597,Holiday,Autumn
2023-07-28,New York,8588,15.70755579701338,Festival,Winter
2023-03-11,Paris,8462,4.018756481162525,Holiday,Autumn
2023-03-30,Tokyo,9338,21.897061676103956,Conference,Summer
2023-06-03,London,9316,11.775684227451372,Conference,Autumn
2023-09-30,New York,6682,30.499842925713832,None,Summer
2023-12-18,London,11175,33.924721629425726,Festival,Summer
2023-07-06,London,9562,19.936484432271314,Festival,Autumn
2023-05-17,Sydney,7792,26.184883804564755,Holiday,Spring
2023-09-12,New York,8468,15.100498448394653,Holiday,Winter
2023-02-24,New York,3543,14.427196996372993,None,Spring
2023-12-30,Sydney,6536,54.958777896000996,Festival,Winter
2023-11-23,Paris,9327,19.15437000856192,Holiday,Summer
2023-12-12,Paris,3420,24.064774772384183,None,Spring
2023-04-01,Tokyo,4402,12.899188809595625,None,Autumn
2023-12-31,London,8032,4.737290032777878,Conference,Autumn
2023-04-15,Sydney,4810,22.139038682014817,None,Spring
2023-08-25,Paris,9983,4.597523679689232,Holiday,Winter
2023-05-29,New York,8173,18.182247241170668,Festival,Autumn
2023-07-18,Tokyo,4594,34.11050901059224,None,Autumn
2023-12-28,London,8674,24.090280537426374,Festival,Summer
2023-02-10,New York,7683,20.92179509636487,Conference,Autumn
2023-11-20,Tokyo,10198,-6.0421385662713405,Conference,Summer
2023-10-07,New York,6928,32.35782191822154,Conference,Autumn
2023-01-24,Tokyo,9247,-9.24925179196677,Conference,Autumn
2023-06-30,London,4441,26.902368003802724,None,Summer
2023-12-23,Paris,6976,12.6848659610367,Holiday,Spring
2023-11-13,London,10820,32.1737356975163,Holiday,Summer
2023-12-09,Tokyo,7018,31.941094030473725,Festival,Spring
2023-07-25,Paris,6279,34.5973187503794,Holiday,Spring
2023-08-29,New York,8250,21.332572338612778,Conference,Summer
2023-05-19,Tokyo,4853,24.75366034347212,None,Spring
2023-04-21,Paris,7311,34.56709950061794,None,Summer
2023-07-10,Paris,10448,19.513931051271847,Holiday,Summer
2023-07-13,New York,5942,15.822202025682202,None,Spring
2023-09-08,Paris,3777,7.0088335569893285,None,Winter
2023-11-04,Sydney,7937,30.582070469439074,None,Summer
2023-06-24,Sydney,9925,-3.912744310241486,Holiday,Summer
2023-09-28,London,9444,12.875058071917625,Holiday,Autumn
2023-12-05,New York,8454,19.39711008608388,Conference,Autumn
2023-08-04,New York,9842,23.064098549852126,Conference,Winter
2023-06-17,New York,3051,18.192395102044397,None,Winter
2023-01-13,New York,9697,24.205451092281198,Holiday,Summer
2023-03-30,London,11014,5.10849883238404,Holiday,Summer
2023-01-22,New York,4529,17.948517710021317,None,Winter
2023-04-24,New York,9503,13.372151985082645,Festival,Summer
2023-04-23,London,3647,9.706284918179284,None,Spring
2023-04-07,Sydney,7848,13.147938021405942,Holiday,Winter
2023-02-28,Paris,7342,38.13343951982775,Festival,Spring
2023-07-16,New York,7846,25.410567634926377,Festival,Spring
2023-05-21,London,8520,8.145376464048999,Conference,Spring
2023-05-08,Sydney,7042,10.36241073789389,Holiday,Autumn
2023-07-21,Paris,7241,20.327969954115865,Holiday,Winter
2023-01-17,Tokyo,7075,17.695992857942326,Festival,Spring
2023-03-23,Tokyo,3556,20.962607764033823,None,Autumn
2023-03-12,New York,10119,37.05642942525445,Festival,Summer
2023-01-02,London,8435,11.82598188911279,Festival,Autumn
2023-10-22,New York,8185,19.16615724725707,Conference,Winter
2023-05-28,London,9124,21.146215091999895,Holiday,Summer
2023-11-05,Tokyo,5993,30.076534926003966,Conference,Spring
2023-03-14,Paris,10523,27.779547727927554,Holiday,Autumn
2023-02-28,London,4022,41.55332748190617,None,Spring
2023-11-11,New York,3673,23.906959209281442,None,Autumn
2023-04-08,Paris,9540,6.175400750539081,Holiday,Winter
2023-01-07,Paris,9459,27.57905396111012,Holiday,Winter
2023-10-15,Paris,9171,11.656358210039832,Festival,Spring
2023-09-01,New York,8297,23.50341779228397,Conference,Winter
2023-05-12,Sydney,5475,22.638517010739346,None,Summer
2023-02-10,Tokyo,6871,25.871376842128477,Holiday,Spring
2023-09-02,London,9309,12.162343344136035,Holiday,Summer
2023-03-10,New York,7284,19.328217099506446,Festival,Autumn
2023-11-14,Tokyo,9274,2.8124910713783535,Conference,Winter
2023-05-18,Tokyo,8206,5.995804396692323,Conference,Spring
2023-12-24,Paris,11469,16.063905626514064,Holiday,Summer
2023-04-17,Paris,8362,15.796048776383728,None,Summer
2023-02-27,New York,11272,19.978335467721138,Holiday,Summer
2023-04-24,London,8396,16.03564170568585,None,Summer
2023-03-04,New York,3686,23.966300045993542,None,Spring
2023-05-15,Sydney,8993,29.78924006865424,Festival,Summer
2023-08-30,Paris,7720,17.210370696681913,Festival,Winter
2023-05-13,Paris,8340,27.903718960517114,Holiday,Spring
2023-04-19,London,10779,18.958758457754776,Conference,Summer
2023-08-22,Paris,4533,30.489699425911702,None,Winter
2023-06-02,Sydney,8636,8.5446178200108,Festival,Summer
2023-12-28,Tokyo,7859,30.64876739290238,Holiday,Summer
2023-02-04,Paris,5482,29.218015019772523,None,Spring
2023-11-09,Paris,8534,10.121911654119803,Conference,Winter
2023-02-15,London,11744,21.12104946824517,Holiday,Summer
2023-05-30,Paris,4419,35.72242166519653,None,Spring
2023-05-02,Tokyo,10209,10.270502206833346,Holiday,Summer
2023-08-22,London,9339,14.916106287419318,Festival,Summer
2023-05-07,New York,9556,24.486897683389067,Conference,Spring
2023-12-29,Sydney,8366,25.363778526017036,Conference,Winter
2023-07-14,Tokyo,8648,12.42689486322039,Conference,Autumn
2023-12-20,New York,8056,16.411535830870807,Festival,Winter
2023-08-27,Sydney,4992,27.576628729399758,None,Autumn
2023-10-22,Tokyo,7575,22.91761442533547,Conference,Winter
2023-01-07,Tokyo,7949,17.00323351993213,Conference,Winter
2023-01-17,New York,6888,46.20793091029975,Conference,Winter
2023-04-27,New York,9758,22.806364044901365,Festival,Autumn
2023-11-17,Sydney,9223,19.468793469824547,Festival,Winter
2023-04-28,Paris,10043,33.31756970394554,Festival,Summer
2023-09-28,New York,5926,37.57583772231672,None,Summer
2023-05-26,New York,7912,6.6184093137687725,Holiday,Autumn
2023-12-26,London,10034,23.60679175692996,Holiday,Summer
2023-03-23,Tokyo,4906,12.491946949122593,None,Winter
2023-07-25,New York,8602,5.47204104111654,Festival,Summer
2023-11-27,Tokyo,10651,18.16806081778075,Conference,Summer
2023-03-03,Paris,8248,12.368756117323418,Holiday,Winter
2023-07-26,Paris,5790,34.35435785839352,Holiday,Autumn
2023-11-14,Tokyo,6506,11.990192066822916,None,Autumn
2023-04-02,Paris,9648,9.007717496418564,Holiday,Summer
2023-08-03,New York,8412,25.298806963866447,Holiday,Winter
2023-09-02,Tokyo,7344,36.4053357089237,Festival,Autumn
2023-01-16,New York,8285,30.339251430855576,Holiday,Winter
2023-08-10,London,9609,23.792808718226496,Holiday,Spring
2023-08-06,Tokyo,5926,1.8175956600285232,Holiday,Spring
2023-11-14,Paris,8890,9.08066099604687,Festival,Autumn
2023-06-15,New York,4104,8.244053943751483,None,Spring
2023-06-05,Sydney,6632,24.63206292099123,Festival,Spring
2023-10-05,Tokyo,7625,25.522999376795234,None,Summer
2023-10-06,London,5455,13.585412345685945,None,Spring
2023-09-14,Sydney,8435,23.496500472996935,Festival,Summer
2023-04-30,Tokyo,7677,6.4217753796244565,Festival,Autumn
2023-08-20,Sydney,10275,13.305243749108566,Holiday,Summer
2023-09-21,New York,6823,44.494597989581,Festival,Winter
2023-09-10,Sydney,7865,19.60692712372369,Conference,Winter
2023-10-31,Sydney,10629,33.34903247843444,Festival,Summer
2023-07-02,New York,8659,18.71814530414233,Conference,Spring
2023-05-05,Tokyo,6397,21.93569399253578,None,Summer
2023-01-19,New York,6928,22.337471764229104,Festival,Spring
2023-02-17,New York,8601,5.130640274728824,Holiday,Summer
2023-01-28,Sydney,8642,-5.171431420962449,Conference,Summer
2023-02-19,London,4938,27.01849285492093,None,Spring
2023-01-14,New York,9058,15.623917432430337,Conference,Autumn
2023-07-01,Tokyo,8652,22.020546160256462,Conference,Autumn
2023-12-09,Paris,10354,36.083893113571925,Conference,Summer
2023-11-23,London,10236,6.791762261210428,Conference,Winter
2023-05-22,Tokyo,9330,25.230790040023944,Festival,Autumn
2023-02-12,London,8266,25.896095466920272,Festival,Autumn
2023-06-05,Tokyo,3848,22.41321934916781,None,Spring
2023-08-18,Tokyo,9573,37.5547569831549,Festival,Autumn
2023-10-26,London,4850,11.925645985303854,None,Autumn
2023-05-08,London,8799,23.319425566668638,Conference,Autumn
2023-01-07,Sydney,11492,9.869704903898501,Conference,Summer
2023-08-03,Paris,10074,22.88653930807484,Conference,Summer
2023-09-21,Sydney,7803,14.835703561124284,Festival,Spring
2023-04-29,London,4253,17.941405691196596,None,Winter
2023-03-12,London,7961,13.215145949749207,Festival,Spring
2023-08-04,Tokyo,5462,32.31984471269636,Holiday,Autumn
2023-10-20,Paris,7537,2.9778673391998858,Holiday,Autumn
2023-12-26,New York,7238,9.850651936903583,Holiday,Spring
2023-03-01,Tokyo,8861,33.69254797421876,Holiday,Summer
2023-02-05,Sydney,8286,21.99297309992064,Festival,Spring
2023-06-15,Tokyo,11500,28.51069214020614,Conference,Summer
2023-07-09,Sydney,9008,12.9444590822175,Festival,Autumn
2023-12-21,London,7975,11.533537511336379,Holiday,Autumn
2023-09-04,Tokyo,7364,18.832340842047532,Conference,Winter
2023-09-22,Sydney,8020,22.18075508652724,Holiday,Winter
2023-04-16,Sydney,8845,17.211166058492434,Holiday,Winter
2023-08-07,Sydney,6704,19.475955494225307,None,Spring
2023-02-07,New York,7737,22.052668936010846,Conference,Autumn
2023-10-22,London,7031,29.253980907967243,None,Summer
2023-12-31,Paris,5074,37.29114768069534,None,Winter
2023-07-07,Tokyo,7918,23.938875948105785,Conference,Spring
2023-03-13,Paris,7598,13.302681675116064,Holiday,Winter
2023-04-30,London,9173,19.69420980496533,Festival,Winter
2023-09-03,Tokyo,9873,33.81783897451939,Festival,Autumn
2023-09-04,Paris,8738,16.95195910482261,Festival,Spring
2023-11-11,Sydney,6022,25.199990757978107,None,Summer
2023-10-14,Sydney,7113,11.61414201552769,Holiday,Spring
2023-01-13,Sydney,11228,25.348173363459104,Festival,Summer
2023-07-24,Paris,7415,-0.8702701860206865,Holiday,Spring
2023-09-30,Tokyo,8181,27.01255559176727,Festival,Autumn
2023-04-21,New York,9518,28.645299085407952,Conference,Winter
2023-09-03,Tokyo,7168,23.5973676435746,None,Summer
2023-08-09,Tokyo,5869,21.412571400874633,Conference,Winter
2023-04-26,Paris,8314,15.670991812148529,Festival,Autumn
2023-06-29,Paris,8757,26.492287903050983,Holiday,Winter
2023-07-27,Paris,7807,35.31899916544545,Conference,Autumn
2023-03-13,New York,7512,32.21235660066961,Holiday,Spring
2023-07-09,New York,9553,23.25014136256542,Conference,Summer
2023-08-09,Sydney,8668,18.244360545007844,Holiday,Winter
2023-04-12,Sydney,7860,11.660156458005329,Holiday,Winter
2023-08-15,New York,10195,25.054042734309974,Holiday,Summer
2023-06-05,New York,9146,8.277395471085,Festival,Winter
2023-02-07,Sydney,10955,11.107591717716756,Holiday,Summer
2023-10-26,London,6472,28.76046792529794,None,Spring
2023-03-24,Tokyo,7179,15.714999951779147,Conference,Autumn
2023-10-11,Paris,8229,20.19154915057859,Festival,Spring
2023-07-27,Tokyo,6852,23.240570282215607,Festival,Autumn
2023-05-22,Sydney,8009,3.509665646506935,Conference,Winter
2023-04-28,Tokyo,8853,6.863848539209336,Festival,Winter
2023-07-30,New York,6478,18.04321441123048,None,Autumn
2023-04-15,Sydney,8443,27.270800204509538,Festival,Autumn
2023-12-06,London,8893,31.356201471829444,Holiday,Summer
2023-05-09,Paris,8616,21.453458027506347,Festival,Spring
2023-12-06,Paris,6697,19.434602560182658,Festival,Autumn
2023-10-21,Sydney,8375,27.80342811616446,Festival,Summer
2023-10-29,Paris,6991,21.22843438540198,Holiday,Winter
2023-04-23,New York,9251,28.521788848080185,Holiday,Autumn
2023-01-18,Sydney,8809,39.09418652293493,Conference,Autumn
2023-02-09,Tokyo,4284,28.14169483332352,None,Spring
2023-08-25,Sydney,7602,35.16394055253573,None,Summer
2023-07-07,New York,8077,10.480815399777644,Conference,Spring
2023-03-31,Sydney,9844,23.341764172448976,Holiday,Summer
2023-08-08,Tokyo,4580,14.254530238661207,None,Spring
2023-01-31,London,8125,4.9512400717087335,Holiday,Winter
2023-04-11,Paris,6028,1.3445489892187759,None,Winter
2023-12-01,Paris,8189,21.408429665574154,Festival,Spring
2023-07-09,Paris,5167,4.806539245231576,Festival,Winter
2023-09-19,New York,7536,32.00261749738829,Festival,Spring
2023-11-06,Sydney,6611,1.3025830030457932,None,Summer
2023-06-12,London,5449,21.90423889925058,None,Spring
2023-08-05,Tokyo,7341,-4.883273534129895,Conference,Spring
2023-07-17,New York,8446,20.589842215895974,Festival,Autumn
2023-01-14,Sydney,8389,20.759205342594868,Holiday,Summer
2023-03-04,New York,11345,30.318679825348305,Holiday,Summer
2023-04-10,New York,8427,24.033003902452815,Festival,Autumn
2023-11-13,Sydney,7711,15.347831333819197,Conference,Winter
2023-10-15,London,9286,31.57346311723567,Festival,Winter
2023-08-27,London,7461,15.617408826214383,Conference,Autumn
2023-12-18,Sydney,7368,17.152330224628038,Conference,Spring
2023-09-28,New York,6503,28.94049597324794,None,Summer
2023-03-12,London,11429,33.704096939838664,Conference,Summer
2023-10-13,Tokyo,5884,8.337621061406939,Festival,Spring
2023-06-22,Sydney,7627,22.542582797409963,Festival,Spring
2023-01-06,Tokyo,5335,43.50205800005722,Conference,Spring
2023-08-17,Tokyo,7914,17.743432967819313,Festival,Autumn
2023-11-19,Tokyo,9307,35.07633558913684,Conference,Summer
2023-08-02,New York,4525,33.46669723754866,None,Spring
2023-09-24,Sydney,9663,20.73434519241119,Festival,Summer
2023-03-28,Paris,4376,10.365224622648066,None,Spring
2023-07-21,New York,5296,18.95286741374662,Conference,Winter
2023-08-03,Paris,6790,16.99140252859174,Festival,Autumn
2023-01-25,Tokyo,7244,18.057308680214806,Festival,Spring
2023-05-07,Paris,7047,15.39982838973705,Festival,Winter
2023-09-23,New York,9105,9.214629274880032,Conference,Summer
2023-03-05,Tokyo,4893,14.060968279796977,None,Autumn
2023-11-27,Paris,10671,24.33885480001643,Festival,Summer
2023-05-24,Paris,7962,19.10765845778551,Conference,Autumn
2023-03-17,London,8443,20.413256322706186,Holiday,Winter
2023-11-11,New York,9732,24.734718990352285,Conference,Summer
2023-03-04,London,5470,24.322629506341556,None,Autumn
2023-09-10,Paris,7103,18.893346314426704,Holiday,Autumn
2023-12-15,London,6777,10.67887253543731,Festival,Winter
2023-03-12,Sydney,8916,28.04501055948959,Holiday,Autumn
2023-08-16,London,7313,33.28640828248231,None,Summer
2023-01-27,London,9274,11.640051584037167,Holiday,Winter
2023-08-12,Tokyo,7584,19.033763299851103,Festival,Winter
2023-02-03,Sydney,8906,7.3585586497233795,Festival,Summer
2023-11-25,New York,8854,27.613055634094525,Festival,Summer
2023-05-28,Paris,10081,24.678267252359582,Holiday,Autumn
2023-10-05,Tokyo,2046,22.458968269129045,None,Autumn
2023-03-09,New York,7297,32.40879572046903,Festival,Spring
2023-12-07,Sydney,7935,3.152993060141746,Conference,Summer
2023-07-13,London,5010,42.260188857666904,None,Autumn
2023-09-02,New York,7429,25.55588684668937,None,Autumn
2023-04-05,Paris,7275,26.63447729151511,Conference,Winter
2023-04-16,London,8451,29.003985883950634,Conference,Autumn
2023-01-12,New York,9523,36.67224111551137,Conference,Spring
2023-05-24,Tokyo,7475,3.4337679232222627,Festival,Autumn
2023-10-08,Sydney,8405,18.389384969861982,Holiday,Spring
2023-12-27,Tokyo,7609,8.351890606613965,None,Summer
2023-07-04,London,6765,23.67170160233434,Conference,Spring
2023-01-12,Paris,9911,9.291475813155612,Festival,Autumn
2023-05-04,London,6745,30.074439731951983,Festival,Autumn
2023-03-19,Tokyo,8937,21.847104747810832,Conference,Winter
2023-05-05,Sydney,7202,21.963044169243553,Festival,Spring
2023-06-11,Tokyo,7266,24.41307151699246,Festival,Autumn
2023-01-22,Sydney,9058,26.386601686431025,Holiday,Autumn
2023-06-13,London,7287,11.189316633387078,Festival,Spring
2023-05-29,New York,6754,31.650321048394574,Conference,Spring
2023-05-22,Sydney,10287,12.398105510379136,Festival,Summer
2023-12-09,New York,6095,25.839549948781336,Conference,Spring
2023-04-20,Sydney,12765,26.08407753799226,Holiday,Summer
2023-11-22,Paris,8654,14.597469966642327,Festival,Summer
2023-05-09,London,8327,19.34485490941268,Conference,Autumn
2023-02-23,Tokyo,8977,19.096259688815586,Conference,Autumn
2023-02-27,Sydney,6054,36.763930272082035,None,Summer
2023-11-22,Sydney,7235,33.48147848606971,Conference,Autumn
2023-07-16,New York,8471,4.22297908367141,Holiday,Autumn
2023-06-16,London,11096,26.795122540794104,Festival,Summer
2023-03-27,London,8349,30.452510148730774,Conference,Autumn
2023-07-30,London,8195,1.934120275311109,Festival,Autumn
2023-10-26,Sydney,4095,21.961314590239073,None,Autumn
2023-09-24,Tokyo,8756,20.405984761562987,Conference,Spring
2023-10-02,London,5238,28.36328719335456,None,Spring
2023-08-20,New York,8749,30.107021645861103,Festival,Autumn
2023-05-20,New York,7220,37.273039250619576,None,Summer
2023-07-27,Paris,5871,14.850407406793096,None,Winter
2023-04-26,London,11590,17.156153503934906,Holiday,Summer
2023-01-11,London,4659,14.806036281738734,None,Spring
2023-01-28,New York,6834,14.06188591931295,None,Summer
2023-12-19,London,7277,19.988532109245362,Festival,Spring
2023-07-27,London,3644,2.0610750213210984,None,Winter
2023-02-16,Sydney,8177,14.74120324104796,Festival,Autumn
2023-03-28,Paris,8131,24.004813865063287,Conference,Spring
2023-06-18,Tokyo,6807,34.50927548279212,None,Spring
2023-08-18,New York,4035,17.201896576229938,None,Autumn
2023-01-04,Paris,8689,10.083395573663344,Conference,Autumn
2023-03-12,Tokyo,5919,1.5395174955594442,None,Winter
2023-10-19,Tokyo,9693,28.80714388006484,Conference,Autumn
2023-05-26,London,4924,19.26027136405622,None,Autumn
2023-07-06,London,5260,0.08677952619789409,None,Winter
2023-02-08,Paris,7168,19.541387406309784,Festival,Autumn
2023-04-18,London,8898,12.932702364807604,Holiday,Spring
2023-09-10,Paris,8420,35.41672811796367,Festival,Summer
2023-06-01,New York,8126,26.820694900626314,Festival,Winter
2023-09-06,Tokyo,7596,13.250659812094478,Festival,Winter
2023-09-28,Tokyo,7852,14.498847170634612,Conference,Autumn
2023-09-16,New York,8226,23.642502122229892,Holiday,Spring
2023-12-30,New York,9730,6.26000452576694,Festival,Summer
2023-07-15,Paris,5733,19.429033891639467,None,Spring
2023-07-04,Sydney,10576,20.517838511989535,Conference,Summer
2023-08-12,London,9981,15.908833863447487,Conference,Summer
2023-05-30,Sydney,8588,21.4098269961206,None,Summer
2023-11-26,New York,9195,18.884911728570565,Festival,Summer
2023-12-05,Tokyo,4864,14.617638140088456,None,Autumn
2023-04-21,Sydney,8575,16.561178051873373,Conference,Winter
2023-05-02,London,12750,30.555446021319753,Holiday,Summer
2023-07-14,Paris,6663,21.752867789339238,Festival,Autumn
2023-01-01,Tokyo,10820,15.120066837927748,Holiday,Summer
2023-11-02,London,5744,26.451691253728182,None,Winter
2023-11-30,Paris,4632,21.588771209911524,None,Autumn
2023-01-25,Tokyo,4498,17.374596767179384,None,Spring
2023-11-11,London,6581,18.410642646712187,None,Summer
2023-06-09,Paris,8507,21.103896391076972,Holiday,Autumn
2023-10-07,Sydney,6040,26.20747555279424,None,Winter
2023-10-28,Tokyo,11447,16.765690704509808,Conference,Summer
2023-04-21,Paris,10907,15.377427199191485,Conference,Summer
2023-01-26,Sydney,6297,4.727043095721907,Holiday,Autumn
2023-08-02,New York,9599,14.459447065872162,Holiday,Spring
2023-07-06,Paris,10282,23.39723859374757,Holiday,Summer
2023-06-26,Sydney,6930,17.498121667928373,Conference,Spring
2023-03-21,Sydney,8103,13.32692332645618,Conference,Spring
2023-01-28,New York,3826,14.18217966607946,None,Autumn
2023-03-05,New York,10132,26.521218714555364,Conference,Summer
2023-05-26,Paris,3996,13.83547654698953,None,Winter
2023-03-29,New York,8330,18.165127570014928,Holiday,Summer
2023-12-06,New York,9778,26.148413973029733,Conference,Spring
2023-10-14,Sydney,10441,17.378548561320944,Holiday,Spring
2023-12-09,London,6525,38.09514918518607,Festival,Winter
2023-01-25,Tokyo,4967,1.5992225549424717,None,Spring
2023-02-07,Sydney,10112,13.284378994157374,Festival,Summer
2023-01-19,Tokyo,4671,11.105512507604518,None,Autumn
2023-02-04,Paris,5184,29.3620900957995,None,Autumn
2023-08-14,Sydney,9561,35.58798069497889,Conference,Summer
2023-11-25,Paris,7596,16.165389542423465,Conference,Spring
2023-12-26,Tokyo,6331,41.24771403016962,None,Spring
2023-05-02,Paris,8094,5.108535821008717,Conference,Autumn
2023-03-29,London,6480,4.110527170838905,None,Winter
2023-06-17,Paris,4091,9.703337717205564,None,Winter
2023-05-23,New York,9259,29.894420782883124,Holiday,Winter
2023-03-20,Tokyo,10674,11.66363855091548,Festival,Summer
2023-04-15,New York,7772,23.36144963026229,Conference,Autumn
2023-04-27,New York,7000,40.49812095785926,None,Summer
2023-03-15,London,6081,12.201470537783612,None,Autumn
2023-11-08,London,10111,20.34027411072232,Conference,Summer
2023-05-31,Sydney,8734,26.928557558178117,Festival,Spring
2023-03-30,Tokyo,8485,19.250440349905993,Holiday,Autumn
2023-08-08,Tokyo,9625,10.057232883110457,Festival,Summer
2023-03-16,London,3581,14.986307283321816,None,Autumn
2023-11-14,Paris,8266,24.21546083536561,Conference,Autumn
2023-07-02,Paris,10056,18.09842056261272,Festival,Summer
2023-11-01,Paris,7403,28.018309825449194,Conference,Autumn
2023-07-29,London,7087,49.20752565885881,Holiday,Autumn
2023-06-22,Sydney,10882,12.993473456554453,Conference,Summer
2023-01-06,Tokyo,11229,8.656036172935103,Festival,Summer
2023-12-03,New York,7271,16.399607312430174,Conference,Spring
2023-03-16,Sydney,8340,18.711008158818103,Conference,Spring
2023-07-03,New York,8338,18.57853463059454,Conference,Autumn
2023-02-28,Paris,5177,12.398269448847795,None,Winter
2023-07-15,New York,11806,17.962728719584018,Conference,Summer
2023-08-18,London,7978,25.391441179501502,None,Summer
2023-06-27,London,3064,17.703427312715704,None,Winter
2023-02-17,New York,9057,32.18194711754256,Conference,Autumn
2023-04-05,Paris,6988,23.140316243536702,Holiday,Autumn
2023-07-25,Tokyo,10187,20.727246274032876,Conference,Summer
2023-10-19,New York,8347,20.601369779682923,Conference,Spring
2023-09-13,London,5221,19.39082167229217,None,Winter
2023-08-24,Paris,6740,18.58330214643396,Festival,Winter
2023-07-11,Sydney,7360,18.48974046152947,Festival,Winter
2023-07-28,Sydney,6745,4.465722015332073,None,Spring
2023-03-26,Sydney,7515,25.102276451696074,Festival,Winter
2023-05-02,Paris,7542,22.023268148841414,None,Summer
2023-12-16,Paris,6877,27.931756882186775,None,Summer
2023-01-16,New York,3651,16.294172375992172,None,Winter
2023-07-04,Tokyo,8521,12.853193230095682,Conference,Winter
2023-09-08,Paris,8740,18.800587263735274,Conference,Spring
2023-08-04,London,3510,7.665024160550967,None,Autumn
